Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Methotrexate	Y	Y	N		Y	1953	Y	<a href="https://go.drugbank.com/drugs/DB00563">DB00563</a>	L04AX03; L01BA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL34259">CHEMBL34259</a>	Acute Lymphocytic Leukemia (ALL); Acute Promyelocytic Leukemia (APL); Breast Cancer; Cancer, Bladder; Central Nervous System Lymphoma; Choriocarcinoma; Head and Neck Carcinoma; Meningeal leukemia; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Squamous Cell Carcinoma of Lung; Advanced Alibert-Bazin syndrome; Advanced non-Hodgkin lymphoma; Nonleukemic meningeal cancer	TYMS; CPT1A; MIR4268; NFATC2; SPECC1L; CDH16; POLB; TNFAIP3; CCND1; GSTM1; ERCC2; NTRK3; GSTT1; ENG; IKZF1; MSH3; CLTC; S100A12; NR1I2; VDR; S100A8; AFP; NQO1; NCOA3; KCNA1; IMPDH1; ADA; HGF; PPARG; NOP2; POLH; NTRK1; GLS; KLRD1; NALCN; FOLH1; CYP2C19; APEX1; CYP2C9; FTCDNL1; DOK5; GATA3; NOS3; PNPLA3; TP53; TLR4; ALOX5; FGFR4; SULT2A1; SLC29A1; HSPB2; SOD2; FLT3; ENOSF1; ICAM3; GSK3B; IDH1; LINC00251; IGHMBP2; SLC22A11; POLI; BIRC5; CYP1A2; FCGR3B; ATF5; SLC28A3; FGF14; HLA-E; BAX; ATP5F1E; KIR2DS4; SLC46A1; BCOR; TARDBP; CDK9; EHMT2; RBMS3; FOLR1; CYP2B6; COL18A1; PYGL; SLAMF1; E2F1; NR3C1; PFDN4; AHRR; KLC3; HSD17B10; MIR3117; SLCO1B1; ATIC; CDH2; CDKN1B; BMP7; CYP2D6; NFATC1; SLC22A8; TAT; DHFR; SLC22A9; ABCC4; FOXP3; CYP3A4; TPM3; ALK; IL2; HLA-C; NFE2L2; SLC16A7; IL1RN; SLC19A1; MPHOSPH8	2024-07-25	
Midostaurin	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB06595">DB06595</a>	L01EX10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL608533">CHEMBL608533</a>	Acute Myeloid Leukemia (AML); Malignant mast cell neoplasm; Systemic mastocytosis with associated hematological neoplasm	NTRK3; NPM1; PDGFRA; FLT3; STK32B; JAK3; IL6; IDH2; PRKCQ; KDR; PRKCE; DPYS; JAK2; FGFR3; LATS2; PRKCB; CBL; PRKCH; CTSV; PRKCA; PDGFRB; IL2; PIK3CA; PRKD1; FGFR1; JAK1; PRKCI; PIK3CB; TNF; PRKCG; PRKCD; PRKD3; KIT; PRKCZ; HSPA4; YES1	2024-07-24	
Mifamurtide	Y	N	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB13615">DB13615</a>	L03AX15	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2107354">CHEMBL2107354</a>	High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma	NOD2	2024-02-07	
Mirvetuximab Soravtansine	N	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB12489">DB12489</a>	L01FX26	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545132">CHEMBL3545132</a>	Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer	HOXB2	2024-07-24	
Mitomycin	N	Y	Y		N	1981	Y	<a href="https://go.drugbank.com/drugs/DB00305">DB00305</a>	L01DC03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL105">CHEMBL105</a>	Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)	IL1A; PALB2; LGALS2; DHFR; XDH; BRCA1; CYP3A4; CYP1A2; TP53; CYP2C19; AR; CGB5; KRT18; TYMS; VWF; CYP7B1; BGLAP; FANCC; ABCB4; CYP2C9; TAT; MAPK10; CYP2D6; ABCB1	2024-07-25	
Mitoxantrone	N	Y	Y		N	1987	Y	<a href="https://go.drugbank.com/drugs/DB01204">DB01204</a>	L01DB07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL58">CHEMBL58</a>	Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin&#39;s Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma	UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1	2024-07-24	
Mobocertinib	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16390">DB16390</a>	L01EB10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4650319">CHEMBL4650319</a>	Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer	EGFR	2024-02-07	
Mogamulizumab	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12498">DB12498</a>	L01FX09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743041">CHEMBL1743041</a>	Refractory Mycosis Fungoides/Sezary Syndrome; Relapsed Mycosis Fungoides/Sezary Syndrome	CCR4	2024-07-24	
Mosunetuzumab	Y	N	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB15434">DB15434</a>	L01FX25	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297788">CHEMBL4297788</a>	Relapsed follicular lymphoma, Refractory follicular lymphoma	MS4A1; CD3D; CD3G; CD3E	2024-07-24	
Moxetumomab Pasudotox	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12688">DB12688</a>	L01FB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743043">CHEMBL1743043</a>	Relapsed/Refractory Hairy Cell Leukemia	CD22; GNG4; EEF2	2024-07-24	
Nab-Paclitaxel	Y	Y	N		N	2005	Y	<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01CD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428647">CHEMBL428647</a>	Advanced Cervical Cancer; Advanced Head and Neck Cancer; Advanced Ovarian Cancer; Advanced Soft Tissue Sarcoma; Esophageal Cancers; Fallopian Tube Cancer; Kaposi&#39;s sarcoma; Locally Advanced Non-Small Cell Lung Cancer; Malignant Neoplasm of Stomach; Malignant Peritoneal Neoplasm; Metastatic Bladder Cancer; Metastatic Breast Cancer; Metastatic Melanoma; Metastatic Non-Small Cell Lung Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Pancreatic Adenocarcinoma Metastatic; Advanced Bladder cancer; Advanced Thymoma; Metastatic Penile cancer; Refractory Small cell lung cancer; Refractory Testicular germ cell cancer	TUBA3E; TRIM5; EPHA6; EPHA5; ROS1; RRM1; TUBB3; TUBB2B; ERCC2; TUBB8; NFE2; MYB; ABCB1; NR1I2; CASP3; KRAS; PTEN; CYP3A; NOP2; ASS1; LIG3; AURKA; TUBB6; CYP3A5; FASN; ABCC2; SOD2; TUBB4A; TUBA1C; FGFR1; PGP; TUBA3C; BCL2; TOP2A; SLCO1B3; TIGD1; FGD4; ABCG2; CBR3; MMP2; FOS; GSTP1; CD274; EIF4EBP1; AFG2A; PDCD4; RAF1; NRG3; STMN1; IL2RA; NAT2; ACSS2; ETS2; JAK2; FNTB; TUBB4B; MSH2; BIRC5; ABCC3; TLE3; ARHGEF10; CXCL8; NBEAP1; CDKN1A; MAP3K1; PMS2; GMNN; FZD3; PIK3CA; TUBA4A; SLC29A1; ERBB2; AR; ABCC1; FCGR2A; ABCC10; MISP; TUBB2A; ATM; SYK; EDNRB; EGFR; GSTM1; DDIT3; CDK2; BRCA1; RB1; EIF4E2; ERCC1; LIF; SLCO1B1; MSH6; SPIDR; GCF1; E2F1; MLH1; TUBA3D; DSCAM; TP53; GSTT1; TUBA1B; TUBB1; MAD1L1; BDNF; NRG1; TUBB; PIK3CG; TUBA1A	2024-07-24	
Nab-Sirolimus	N	Y	N		N	2021	Y	<a href="https://go.drugbank.com/drugs/DB00877">DB00877</a>	L04AH01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL413">CHEMBL413</a>	Locally Advanced Unresectable or Metastatic Malignant Perivascular Epithelioid Cell Tumor (PEComa)	TP53; TSC1; PIK3CA; IL10; CTLA4; MTOR; ITGAL; CDKN2A; CRLF2; FBXW7; RHEB; FKBP1A; ABCG2; IL17A; NR1I2; NFE2L2; NF1; PTEN; IL15; ABCB1; PLAU; DCN; AR; PGR; TGM2; STK11; APC; EGFR; MMP1; OPRK1; HRAS; FKBP4; IL7; ALK; FGF2; RB1; EML4; WT1; FLCN; NOS1; RPTOR; IGFBP1; BAX; EIF4E; DDC; DDIT3; NRAS; ADAMTSL4-AS1; TCF7L2; ERBB2; RPS6KB1; PIM1; FGFR1; PRKAA1; MAPK10; RBL2; GAPDHP67	2024-07-25	
Nadofaragene Firadenovec	N	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB17381">DB17381</a>	L01XL10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3990041">CHEMBL3990041</a>	High risk BCG-unresponsive non-muscle invasive bladder cancer	IFNA2	2024-02-07	
Naxitamab	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15965">DB15965</a>	L01FX21	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297984">CHEMBL4297984</a>	High risk, refractory Neuroblastomas of the bone or bone marrow; High risk, relapsed Neuroblastomas of the bone or bone marrow		2022-10-23	
Necitumumab	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09559">DB09559</a>	L01FE03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743047">CHEMBL1743047</a>	Metastatic Non-Small Cell Lung Cancer	EGFR; DXO	2024-07-24	
Nelarabine	Y	Y	N		N	2005	Y	<a href="https://go.drugbank.com/drugs/DB01280">DB01280</a>	L01BB07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201112">CHEMBL1201112</a>	Lymphoblastic lymphoma (Precursor T-lymphoblastic lymphoma/leukemia) refractory; Refractory Acute Lymphoblastic Leukemia	POLA1; NT5C2	2024-02-07	
Neratinib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11828">DB11828</a>	L01EH02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL180022">CHEMBL180022</a>	Breast Cancer	KDR; EN1; EGFR; PGR; ESR2; ERBB4; PIK3CA; CBL; BRAF; HERC2; DXO; ESR1; YES1; ERBB2	2024-07-24	
Nilotinib	Y	Y	N		Y	2007	N	<a href="https://go.drugbank.com/drugs/DB04868">DB04868</a>	L01EA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL255863">CHEMBL255863</a>	Chronic Phase Chronic Myeloid Leukemia; Refractory Gastrointestinal stromal tumor; Refractory, accelerated phase Chronic myeloid leukemia	DDR2; ABL1; CYP1A1; PDGFRB; KIT; ABCG2; PDGFRA; BCR; DUSP2; FLT3; GSTP1; CYP3A4; UGT1A1; NF1; ABI1; DUSP1	2024-07-24	
Nilutamide	N	Y	N		N	1996	Y	<a href="https://go.drugbank.com/drugs/DB00665">DB00665</a>	L02BB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1274">CHEMBL1274</a>	Metastatic Hormone Refractory Prostate Cancer	KLK3; AR; CYP2C9; CYP2D6; NFE2L2; CYP2C19; CYP1A2; PRL; BEVI; CYP3A4	2024-07-24	
Nintedanib	Y	Y	N		N	2014	Y	<a href="https://go.drugbank.com/drugs/DB09079">DB09079</a>	L01EX09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL502835">CHEMBL502835</a>	Locally advanced Non-Small Cell Lung Cancer (NSCLC) caused by Adenocarcinoma; Locally recurrent Non-Small Cell Lung Cancer (NSCLC) caused by Adenocarcinoma; Metastatic Non-Small Cell Lung Cancer (NSCLC) caused by Adenocarcinoma	FGFR2; FGFR3; CFLAR; PIK3CA; PDGFRA; FLT1; KIT; KDR; AKT1; DRD1; DPYSL2; CTSV; DPP4; SLC26A3; DRD3; DPYSL3; FLT4; DSP; DR1; FGFR4; FGFR1; PDGFRB; DRD2; DPP6; RET	2024-07-24	
Niraparib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11793">DB11793</a>	L01XK02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1094636">CHEMBL1094636</a>	Fallopian Tube Cancer; Ovarian Epithelial Cancer; Primary Peritoneal Cancer	BRCA1; MYCN; BRCA2; PARP1; GNAI2P1; IDH1; PTEN; ARID1A; ATM; GNAI2; CD274; SLFN11; ATR; PARP2	2024-07-24	
Nirogacestat Hydrobromide	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB12005">DB12005</a>	L01XX81	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298153">CHEMBL4298153</a>	Progressive Desmoid Tumors		2024-02-01	
Nivolumab	Y	Y	N		Y	2015	N	<a href="https://go.drugbank.com/drugs/DB09035">DB09035</a>	L01FF01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108738">CHEMBL2108738</a>	Advanced Renal Cell Cancer; Classical Hodgkin&#39;s Lymphoma; Hepatocellular Carcinoma; Low Risk Advanced Renal Cell Cancer; Melanomas; Metastatic Colorectal Cancer (MCRC); Metastatic Melanoma; Metastatic Non-Small Cell Lung Cancer; Metastatic Small Cell Lung Cancer; Metastatic Squamous Cell Carcinoma of the Head and Neck; Metastatic Urothelial Carcinoma (UC); Recurrent Head and Neck Squamous Cell Carcinoma; Unresectable Melanoma; Intermediate risk Advanced Renal Cell Cancer; Locally advanced Urothelial Carcinoma	FGFR3; CD274; ALK; BRAF; POLE; ATM; PTEN; GM2A; PIK3CA; MLH1; MDM2; PBRM1; EGFR; LAG3; B2M; POLD1; MDM4; ARID1A; MSH2; TP53; IDH1; HLA-DRA; STK11; MSH6; PMS2; NRAS; PDCD1; CDK12; KRAS; ERBB2	2024-07-24	
Obinutuzumab	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB08935">DB08935</a>	L01FA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743048">CHEMBL1743048</a>	Refractory Follicular Lymphoma; Previously untreated Chronic lymphocytic leukemia	GATM; TP53; MS4A1	2024-07-24	
Odronextamab	Y	N	N		N	2024		<a href="https://go.drugbank.com/drugs/DB16684">DB16684</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298084">CHEMBL4298084</a>	Relapsed/refractory B-Cell non-Hodgkin lymphoma	GATM	2024-07-25	
Ofatumumab	Y	Y	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB06650">DB06650</a>	L04AA52; L01FA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201836">CHEMBL1201836</a>	Chronic Lymphocytic Leukaemia (CLL); Chronic Lymphocytic Leukemia (CLL) - Refractory; Progressive Chronic Lymphocytic Leukaemia (CLL); Recurrent Chronic Lymphocytic Leukaemia (CLL)	MS4A1; GATM	2024-07-24	
Olaparib	Y	Y	N		N	2014	N	<a href="https://go.drugbank.com/drugs/DB09074">DB09074</a>	L01XK01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL521686">CHEMBL521686</a>	Fallopian Tube Cancer; Malignant Peritoneal Neoplasm; Metastatic Breast Cancer; Ovarian Epithelial Cancer; Primary Peritoneal Cancer; Advanced deleterious germline or somatic BRCA-mutated advanced epithelial ovarian cancer; Advanced deleterious germline or somatic BRCA-mutated fallopian tube cancer; Advanced deleterious germline or somatic BRCA-mutated peritoneal cancer; Refractory Advanced Ovarian Cancer	PPP2R2A; ESR1; PARP1; FFAR1; PGR; BRAF; ESR2; BRCA2; PALB2; STK11; CHEK2; BRCA1; PTEN; DNMT3A; ARID1A; TET2; IDH1; MYC; ATRX; CDK12; TP53; GNAI2P1; IDH2; HDAC2; NRAS; ERBB2; PARP3; PIK3CA; VHL; ATR; KDM6A; MYCN; BAP1; FANCA; FLT3; SF3B1; RAD54L; BARD1; CHEK1; JAK2; GNAI2; PARP2; ATM; MSH3	2024-07-24	
Olaratumab	Y	Y	N		N	2016	N	<a href="https://go.drugbank.com/drugs/DB06043">DB06043</a>	L01FX10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743049">CHEMBL1743049</a>	Soft Tissue Sarcoma (STS)	PDGFRA; DPP4	2024-07-24	
Olutasidenib	N	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB16267">DB16267</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297610">CHEMBL4297610</a>	Refractory Acute Myeloid Leukemia (AML), Relapsed Acute Myelogenous Leukemia (AML)	IDH1; GPX1P2	2024-07-24	
Omacetaxine Mepesuccinate	N	Y	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB04865">DB04865</a>	L01XX40	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL46286">CHEMBL46286</a>	Refractory, accelerated phase Chronic myeloid leukemia; Refractory, chronic phase Chronic myeloid leukemia	BIRC5; FLT3; TERT; BCR; ABL1	2024-07-24	
Osimertinib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09330">DB09330</a>	L01EB04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3353410">CHEMBL3353410</a>	Metastatic Non-Small Cell Lung Cancer	EGFR; STAT3; TP53; KEAP1; ROS1; DXO; PIK3CA; MET; ALK; PTEN; ERBB2; ABCG2; CTNNB1; BRAF; NRAS	2024-07-24	
Oxaliplatin	N	Y	Y		Y	2002	Y	<a href="https://go.drugbank.com/drugs/DB00526">DB00526</a>	L01XA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL414804">CHEMBL414804</a>	Advanced Colorectal Cancer; Advanced Ovarian Cancer; Advanced Pancreatic Cancer; Chronic Lymphocytic Leukemia (CLL) - Refractory; Colon Cancer Stage III; Esophageal Cancers; Malignant Neoplasm of Stomach; Advanced biliary adenocarcinoma; Refractory Neuroendocrine Tumour; Refractory Non-Hodgkin&#39;s lymphoma; Refractory Testicular cancer	DPYD; GSTP1; PARD3B; GNA13; BCL2; BRAF; BRCA1; ABCC1; CD274; DKK1; FOXC2; FGFR2; MLH1; CXCL10; ATP7A; KRAS; ABL1; ABCC5; KCNQ1; IGF2BP2; TP53; PIN1; MTHFR; GCKR; PMS2; ZEB1; SELE; MSH2; BAX; XRCC3; MSH6; PTEN; ATM; PTGS2; CSMD1; ATP7B; KLC3; MGAT4A; PIK3CA; MT1A; ABCC2	2024-07-25	
Paclitaxel	Y	Y	N		Y	1992	Y	<a href="https://go.drugbank.com/drugs/DB01229">DB01229</a>	L01CD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428647">CHEMBL428647</a>	Advanced Cervical Cancer; Advanced Head and Neck Cancer; Advanced Ovarian Cancer; Advanced Soft Tissue Sarcoma; Esophageal Cancers; Fallopian Tube Cancer; Kaposi&#39;s sarcoma; Locally Advanced Non-Small Cell Lung Cancer; Malignant Neoplasm of Stomach; Malignant Peritoneal Neoplasm; Metastatic Bladder Cancer; Metastatic Breast Cancer; Metastatic Melanoma; Metastatic Non-Small Cell Lung Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Pancreatic Adenocarcinoma Metastatic; Advanced Bladder cancer; Advanced Thymoma; Metastatic Penile cancer; Refractory Small cell lung cancer; Refractory Testicular germ cell cancer	TUBA3E; TRIM5; EPHA6; EPHA5; ROS1; RRM1; TUBB3; TUBB2B; ERCC2; TUBB8; NFE2; MYB; ABCB1; NR1I2; CASP3; KRAS; PTEN; CYP3A; NOP2; ASS1; LIG3; AURKA; TUBB6; CYP3A5; FASN; ABCC2; SOD2; TUBB4A; TUBA1C; FGFR1; PGP; TUBA3C; BCL2; TOP2A; SLCO1B3; TIGD1; FGD4; ABCG2; CBR3; MMP2; FOS; GSTP1; CD274; EIF4EBP1; AFG2A; PDCD4; RAF1; NRG3; STMN1; IL2RA; NAT2; ACSS2; ETS2; JAK2; FNTB; TUBB4B; MSH2; BIRC5; ABCC3; TLE3; ARHGEF10; CXCL8; NBEAP1; CDKN1A; MAP3K1; PMS2; GMNN; FZD3; PIK3CA; TUBA4A; SLC29A1; ERBB2; AR; ABCC1; FCGR2A; ABCC10; MISP; TUBB2A; ATM; SYK; EDNRB; EGFR; GSTM1; DDIT3; CDK2; BRCA1; RB1; EIF4E2; ERCC1; LIF; SLCO1B1; MSH6; SPIDR; GCF1; E2F1; MLH1; TUBA3D; DSCAM; TP53; GSTT1; TUBA1B; TUBB1; MAD1L1; BDNF; NRG1; TUBB; PIK3CG; TUBA1A	2024-07-24	
Padeliporfin	Y	N	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB15575">DB15575</a>	L01XD07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298112">CHEMBL4298112</a>	Low-Risk Prostate Cancer of the one lobe only		2020-09-17	
Palbociclib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09073">DB09073</a>	L01EF01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL189963">CHEMBL189963</a>	Advanced Breast Cancer; Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer	MAP4K4; ESR1; CHEK1; LRRK2; CLK2; PIK3CA; CCND2; CCND1; CDK4; MAPK8; PRKAA1; DYRK1B; ERBB2; BRAF; CCND3; TP53; SMARCA4; CDK5; CDK9; CDK6; PGR; CLK4; TAOK1; RB1; PRKD3; CDKN2A; CDKN2B; DAPK3; MAP4K5; DYRK1A; ESR2; KRAS; ROCK2; ALK; MET; PAK4; RPS6KA3; MAPK9; CCNE2; RET; NEK2; NRAS; MAP4K2; CCNE1; EIF4EBP1; PRKX; PTEN; MST1R; FLT3	2024-07-24	
Panitumumab	Y	Y	N		N	2006	N	<a href="https://go.drugbank.com/drugs/DB01269">DB01269</a>	L01FE02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201827">CHEMBL1201827</a>	Metastatic Colorectal Cancer (MCRC)	NRAS; NRG2; EGFR; TGFA; CDKN2A; KRAS; AREG; NRG3; MET; TP53; NRG1; PTEN; DXO; PIK3CA; BTC; HBEGF; BRAF; EREG; HRAS; MAP2K1	2024-07-24	
Panobinostat	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB06603">DB06603</a>	L01XH03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL483254">CHEMBL483254</a>	Refractory Multiple Myeloma	HDAC1; GDF2; HDAC3; SIRT3; SMARCB1; SIRT1; HDAC2; HDAC8; HDAC9; HDAC4; BRAF; SIRT4; GAPDHP1; MYCN; HDAC10; SIRT2; SIRT5; GARS1; HDAC6; BAP1; CSF1R; HDAC7; SIRT7; ACTL6A; HDAC11; GAS1; HDAC5; SIRT6; GDF9; IDH1; GART; GAS2; KMT2A	2024-07-24	
Pazopanib	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB06589">DB06589</a>	L01EX03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL477772">CHEMBL477772</a>	Advanced Renal Cell Carcinoma; Advanced Soft Tissue Sarcoma; Advanced Thyroid cancer	VHL; KDR; DPYSL2; FGFR1; FGFR2; FLT4; KIT; HFE; PDGFRB; NEK2; HIF1A; TP53; DRD3; ALK; CSF1R; VEGFA; NR1I2; DPYD; NRAS; CDK7; MTOR; LIMK1; ABL1; PDGFRA; AURKA; MAPK9; LCK; DRD2; ITK; MAPK8; UGT1A1; NF1; RET; DRD1; CYP3A4; PBRM1; DPT; AURKB; LTK; MAP4K4; HLA-B; HDAC2; PPARD; TAOK1; DPP6; EWSR1; AR; CYP2C8; PTK2; FYN; SCGB3A1; CXCL8; IGF1R; FLT1; MET; FGFR3; YES1; TNK2	2024-07-25	
Pegaspargase	Y	Y	N		Y	1994	N	<a href="https://go.drugbank.com/drugs/DB00059">DB00059</a>	L01XX24	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108546">CHEMBL2108546</a>	Acute Lymphoblastic Leukaemias (ALL)	HLA-DRB1; APOC3; HLA-DQA1; TPMT; CPT1A; PNPLA3; UGT1A1; ARHGAP28; BMP7; IGHMBP2; LINC00251; DOK5; GATA3; HLA-DQB1; APOA5	2024-07-24	
Peginterferon Alfa-2b	Y	Y	N		N	2001	N	<a href="https://go.drugbank.com/drugs/DB00022">DB00022</a>	L03AB10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201561">CHEMBL1201561</a>	Melanomas	DHODH; IFIT1; IL6; EGFR; JAK2; MICB; HLA-DPA1; CARD16; CTLA4; IFNAR2; CXCL10; OAS1; IFNL3; IFNA2; IL21R; CASP1; IFNAR1; IL18; KLRK1; SLC29A1; VDR; KIR2DS2; SLC6A4; HLA-A; OASL; DNAAF9; SLC28A2; SOCS3; HLA-C; CYP2R1; TUT7; HLA-B	2024-07-24	
Pembrolizumab	Y	Y	N		Y	2014	N	<a href="https://go.drugbank.com/drugs/DB09037">DB09037</a>	L01FF02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137343">CHEMBL3137343</a>	Advanced Renal Cell Carcinoma; Cervical Cancers; Colorectal Cancers; Metastatic Melanoma; Metastatic Solid Tumors; Unresectable Melanoma; Urothelial carcinoma ureter metastatic; Locally advanced Urothelial Carcinoma; Locally advanced gastroesphageal juntion adenocarcinoma; Metastatic gastroesphageal juntion adenocarcinoma; Metastatic nonsquamous non-small cell lung cancer; Recurrent, metastatic Head and Neck Squamous Cell Carcinoma; Refractory, metastatic Non small cell lung cancer; Refractory, relapsed Hodgkin Lymphoma; Refractory, relapsed Mediastinal Large B-cell Lymphoma; Unresectable Solid Tumors	ARID1A; EGFR; JAK1; ROS1; POLE; PBRM1; KEAP1; MSH2; PDCD1; MDM4; GM2A; BRAF; FBXW7; JAK2; ERBB2; PDCD1LG2; CD274; MLH1; TP53; PTEN; KIT; KRAS; STK11; MSH6; ALK; IDH1; B2M; POLD1; CDK12; PMS2; NRAS; MDM2; MET; PIK3CA; HLA-DRA	2024-07-24	
